weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_avg_BODY_att,B_avg_CLINCH_att,B_avg_DISTANCE_att,B_avg_GROUND_att,B_avg_HEAD_att,B_avg_KD,B_avg_LEG_att,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_CLINCH_att,B_avg_opp_DISTANCE_att,B_avg_opp_GROUND_att,B_avg_opp_HEAD_att,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_Stance_Switch,B_Stance_Southpaw,B_Stance_OpenStance,R_Stance_Southpaw,R_Stance_Orthodox,R_Stance_Switch,R_Stance_OpenStance
9,3,0,0,0.28642290275119753,0.48278388269041583,0.10931796376177189,-0.021857923213598474,0.1688405796888784,0.5555555560000001,0.21435406661763245,-2.222222222,-0.666666667,0.2503349280841312,0.268888889,-0.888888889,-0.39999999964,-0.138888889,0.19432254512220404,-4,-2,-0.09623059874253559,0.07293459538065039,-0.13028735625097673,-0.6299212598999938,-0.30300157980587455,-0.222222222,0.18231707304510558,-1.666666667,-0.666666667,-0.04498554814882033,-0.141111111,-1,-0.6440677965326056,-0.613333333,-0.05678757052982236,-23,-483.3333333,-2,0,-1,-1,-2,0,0,-4,-12.700000000000017,-2.539999999999992,0,0,0,0,0,1,0,0
7,3,-1,4,-0.3695276498454416,0.44852941178422356,-0.03807367149245336,0.018698013198153562,7.170627471820845e-4,-0.06578947400000001,-0.20833333321458336,0.763157895,0.342105263,5.497325579191803e-4,-0.09210526299999999,-0.342105263,0.45488721800000004,0.252105263,0.058605665158455056,-2,-6,-0.4107862903759254,0.05691056890676183,-0.19827706965274022,0.27182539681073625,-0.22466790581021828,-0.157894737,-0.29365079346409684,0.289473684,0.644736842,-0.18534662876905894,-0.248157895,-0.421052632,0.5319148936428248,0.21105263200000002,-0.2425546902294522,-43,-181.75,-2,0,-1,-5,-4,1,0,-9,0,2.539999999999992,-25,0,0,0,1,0,0,0
9,3,0,-1,0.15942028973354472,-0.0769899955833474,0.1359202054844268,-0.0837789661833307,0.2152183604624939,0.75,-0.12499999980698528,-2.785714286,-0.142857143,0.11409137258163704,0.07285714300000001,0,0.1505791505203485,0.003571429000000001,0.12006360983766234,-1,-1,0.004644990139688665,-0.08320151848912638,0.11314750294350728,-0.033333333286666655,-0.008068522567713232,-0.142857143,-0.18247515804650538,0.9642857140000001,0,0.0578145045839773,-0.009285714,-0.428571429,-0.31904761907873014,-0.218571429,-0.01560915901008919,-15,-418.9285714,-1,0,-3,-1,2,0,0,-2,-7.6200000000000045,-2.539999999999992,15,0,1,0,0,1,0,0
6,3,0,-1,0.1607142857142857,0.0980392156862745,-0.02941176470588236,-0.2571428571428571,0.10448916408668729,0.5,0.125,0,0,0.10877192982456141,0.125,1,0,0,0.17669602635648496,-1,1,0.3125,-0.16666666666666663,-0.07606679035250469,0.75,0.25465116279069766,0,0.31034482758620685,2,0,0.05368248772504092,-0.16499999999999998,0,1,0.5,0.1495300751879699,0,-20.5,0,-1,0,0,0,0,0,-1,0,-7.619999999999976,0,0,0,0,1,0,0,0
10,3,0,0,0.10338345864661658,0.15384615384615385,0.0639619883040935,-0.125,0.022360248447204967,0,0.11111111111111116,-1.5,0,1.6754979370436907e-4,0.025000000000000022,-0.5,-0.33333333333333337,-0.25,-0.005243161094224957,0,1,0.42857142857142855,0.10000000000000009,0.17233240949246492,0.5972222222222222,0.23007816800616535,0,0.0941558441558441,4,0,0.2042368619562484,0.265,0.5,0.36363636363636365,0.56,0.22470780444891297,2,-181.5,0,0,0,0,0,0,0,0,-15.240000000000009,-12.700000000000017,-20,0,0,0,0,1,0,0
3,3,0,-4,0.24442190668122676,0.13029728022390885,0.16544718254578616,0.14766596310245483,0.17066902773954318,-0.333333333,0.137254902,2.25,-0.08333333300000001,0.14128338534082996,0.18583333300000004,0,7.500000620552782e-11,-0.05249999999999999,0.1750464101414736,-3,0,-0.1310160430091224,-0.028785982368093044,0.039150943413247596,-0.08846153846153842,-0.03430821147356583,-0.25,0.2222222222222222,-1,0.75,-0.005376472151781886,0.068333333,-0.666666667,-0.10526315777839336,-0.18,-0.0175693973956218,-4,-13.41666669999995,-1,0,-2,-1,0,1,0,-2,7.6200000000000045,12.700000000000017,-10,0,1,0,0,1,0,0
4,3,-3,1,0.17999999996400007,-0.1272727272975207,0.18286182856763333,0.2997711670729857,0.41579986834642557,0,-1,4.333333333,-0.666666667,0.3343808923558597,0.33999999999999997,0,0.21212121207162526,0.326666667,0.3099080417025089,1,-3,-0.8823529414359861,-0.7777777776666667,-0.19281332150088992,-1,-0.19560439560439558,0,0.09677419328928194,-2.666666667,-0.333333333,-0.20540997446585513,-0.19999999999999996,-1.333333333,-0.5294117646747405,-0.423333333,0.24279448621553879,-8,-608,0,0,0,0,1,0,0,1,-5.079999999999984,-10.160000000000025,0,0,1,0,0,1,0,0
7,3,1,-2,0.1700483091612771,-0.1411801049654149,0.01834459302025565,0.06056644881557005,0.020648664022188346,-0.180952381,0.09697331750175986,0.285714286,-0.10476190500000002,0.023310068356128977,0.05099999999999999,0.095238095,0.1285714292014285,-0.0023809519999999917,0.039584163837525055,2,5,0.07831325314007842,-0.09166666663555556,0.040197188156986585,-0.32494511086358013,-0.1380519090759055,-0.004761905000000011,-0.23065970570777683,-0.752380952,0.095238095,-0.06894267816114108,-0.082428571,-0.17619047599999993,0.12377450987658595,0.157761905,-0.009299034501205006,11,-266.15714289999994,-1,0,2,-1,4,0,1,6,-2.5400000000000205,-12.699999999999989,10,0,0,0,1,0,0,0
6,3,0,0,-0.2783783785241051,-0.7500000001640624,-0.52838827855603,-0.5964912280012311,-0.5493169570831925,-0.428571429,-0.20175438584372118,-1,-0.285714286,-0.5670794106050384,-0.5442857139999999,-0.142857143,-0.4999999998055555,-0.09857142899999999,-0.5932688865246449,-2,-2,-0.14236111125466572,-0.7199999999664,0.267479436001116,-0.10784313728988848,0.22110016421839085,-0.285714286,0.07666666656586663,-3.142857143,-0.285714286,0.15641025638126227,0.134285714,-1,-0.40740740731138547,-0.447142857,0.05885885887464043,-10,424.7142857,0,-1,0,-1,-1,-1,0,-4,-20.319999999999993,-20.32000000000002,0,0,0,0,1,0,0,0
4,3,0,0,0.28000000006719994,-0.14673913038866088,0.18239795920624702,0.40000000021,0.20895833329324998,0,-0.08484848485082652,0,0,0.18157288019026877,0.09666666699999998,0.333333333,-0.24999999981249998,-0.21999999999999997,0.2616393440882232,0,0,0.3891173681269947,0.5066666663319999,0.16282051281334842,0.2877192982256695,0.2993034144353089,-0.666666667,0.24999999988239652,5,-0.333333333,0.2622383253188406,0.26,0,0.83333333325,0.553333333,0.34035087722807017,2,207.6666666000001,0,0,0,-1,0,1,0,0,-2.539999999999992,-2.539999999999992,0,0,0,0,0,1,0,0
9,5,0,0,-0.11060507470693026,-0.25806451606971903,-0.03131926928074602,-0.0743034055113192,-0.1418110149633578,0.08333333300000001,0.13874999988867176,-1.4166666669999999,-0.04166666699999999,-0.11803293200896459,-0.11333333300000004,0.291666667,-0.008184523777297337,-0.11916666699999995,-0.10410039908388513,1,-2,-0.012253684425236,-0.017193675949214615,0.009940778313192011,0.07235023049311384,0.02377643972024085,-0.083333333,0.15460526305242595,0.875,0.333333333,-0.012980192179825989,-0.09208333300000004,0.458333333,0.20118845498351498,0.14,0.018438869857032136,-9,111.08333330000005,0,0,0,-1,-1,0,0,-2,-2.5400000000000205,-2.539999999999992,0,0,0,0,1,0,0,0
5,3,0,0,0.09999999979000007,-0.011363636223011397,-0.0071761240219561095,-0.120978120865876,0.05355399461914001,-0.466666667,0.11538461543786993,0.777777778,0,0.01637881815498532,-0.065333333,-0.444444444,0.28571428571428575,0.2,0.025875694967497975,-3,-1,0.4309523808857144,-0.017575757567493078,0.21942110176805413,-0.17204301089316676,0.16886984057960547,0.08888888900000001,0.1499999999774999,-0.888888889,-0.111111111,0.2284237500904689,0.25022222199999994,-0.022222221999999986,-0.34722222208159725,-0.42800000000000005,0.20109510945752496,-7,-6.73333329999997,0,0,0,-1,-2,0,0,-3,-7.6200000000000045,-10.159999999999997,-5,0,1,0,0,0,1,0
3,3,-1,0,0.01367781155015202,-0.014705882352941124,-0.09477765943283178,-0.07466340269277838,-0.1755091467551532,0.125,-0.2565789473684209,-2.15,-0.4,-0.10990291908813887,-0.007500000000000007,0.025000000000000022,-0.16666666666666669,-0.246,-0.1294109305760709,1,1,0,0.16447368421052633,-0.010512937648615994,-0.09724137931034477,-0.014185359894118843,0,0.27056277056277056,2.275,-0.07500000000000001,0.011442341152391122,0.06799999999999995,-0.375,0.19999999999999996,0.05874999999999997,-0.02261134912294882,1,-355.875,0,0,-1,0,1,2,0,2,-12.700000000000017,-15.240000000000009,0,0,0,0,0,1,0,0
1,3,-1,0,0.04692470848916808,-0.03999999972000001,-0.041288008707965174,0.09166666663555556,-0.053295002151192705,0.2,0.09185185184065181,-0.142857143,0,0.08381449396926982,0.10057142900000005,0.6571428570000001,-0.6363636363636364,-0.054857143,0.37206275812558776,0,-2,0.17032967049535086,-0.14393939383815424,-0.01604996412518328,-0.13351630601837117,0.029420173305190755,-0.142857143,-0.5054054054872169,1,0,0.03353155037634298,-0.08285714299999997,0.5142857140000001,-0.08928571432142857,0.16028571400000002,0.045312707661165574,-11,-373.4,0,0,-1,0,0,1,0,0,0,-10.160000000000025,-10,0,0,0,0,1,0,0
10,5,0,-1,0.125,-0.8260869565217391,0.22413793103448276,0.19999999999999996,0.3665254237288136,0,-1,-2,0,0.27849927849927847,0.31500000000000006,-2,0.2222222222222222,0.125,0.15691748360708946,-1,0,-0.050000000000000044,0.17105263157894735,-0.19444444444444442,-1,-0.22058823529411764,0,0,-0.5,-0.5,0.08333333333333337,0.010000000000000009,-0.5,-0.3333333333333333,-0.165,0.10897435897435892,-3,-227.5,-2,0,0,0,1,-2,0,-1,-2.5400000000000205,-5.0800000000000125,0,0,0,0,0,1,0,0
9,3,0,0,0.15238095237895688,0.09118852431322844,0.07748491572241434,-0.05701953653927916,0.12781477283954745,-0.047619047000000025,0.031862744869377235,1.5952380959999997,0.261904762,0.12654086338083664,0.19357142900000002,1.738095238,0.2121212118842975,0.33119047599999996,0.01593394174792817,-2,-1,-0.04365079351190482,0.07245253782531869,0.10609169105129584,0.24241348707320554,0.31156800182625694,0.035714285999999984,0.033333333084444416,-0.19047619000000002,0.142857143,0.21737634225009267,0.116904762,0.666666667,0.18983957210352026,-0.10797619,0.2332424753657526,-11,-75.82142859999999,0,0,-1,-1,-3,1,0,-4,-2.539999999999992,2.539999999999992,0,0,0,0,0,1,0,0
9,3,-1,2,0.24040511725165636,0.148904005905672,0.1514433851541203,0.12857142854081638,0.05998524670513361,-0.25,0.10476190512190486,1,0.25,0.14579740871717523,0.15583333299999996,0,-0.33333333333333337,0.04166666699999999,0.18585873717324547,0,0,0.19019607852941178,0.0556390979525242,0.050164068944185625,-0.2727272727272727,0.06340090899832329,-0.333333333,0.08555555569955564,0.916666667,0.25,0.1344612763954775,0.09749999999999998,-0.08333333300000001,0.25187969918994857,-0.011666667000000006,0.20489045565290032,0,-203.66666669999995,-1,0,0,0,1,0,0,1,0,5.0800000000000125,-15,0,0,0,0,1,0,0
10,3,1,-2,0.0357142857142857,-0.050793650793650835,-0.07501563477173234,-0.7857142857142857,-0.07410801564027372,0,0.19750519750519746,-1.5,-1,-0.07424111695034902,-0.135,-1.5,-0.25,-0.5,-0.16449566310111263,-2,1,0.15000000000000002,0.08333333333333337,-0.2035619664409773,-0.9090909090909091,-0.13073644563385867,0,-0.30434782608695654,-0.5,-0.5,-0.12085520419920626,-0.125,0,-0.6666666666666666,-0.75,-0.15645470408192452,-3,0,0,0,0,-2,0,0,0,-2,0,-5.0800000000000125,0,0,0,0,0,1,0,0
4,3,0,0,0.24545454545454543,1,0.08348794063079779,0,0.13437500000000002,0,-0.19047619047619047,4,0,0.11651234567901236,0.10999999999999999,4,0.6470588235294117,0.65,0.25744158753867497,0,0,-0.5833333333333334,-0.7857142857142857,-0.005736636245110838,-0.5,-0.01010101010101011,0,-0.37777777777777777,0,0,-0.09700176366843033,-0.09999999999999998,0,-0.2,-0.2,-0.12585812356979403,-1,-329,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,3,1,0,0.3524374176499879,0.40290697670632775,-0.024208882265062126,0.2177985948759934,-0.0033387058879030262,0.25,0.14560439560698424,-2.178571429,-0.285714286,0.030087235142557955,-0.05142857099999998,-0.03571428599999993,-0.3684210526024931,-0.284285714,-0.021145662694629253,1,-3,-0.018446602053916572,0.05042016810294114,-0.0030154075050065066,0.04177949710327411,0.17564612333098822,-0.071428571,-0.12745098038610148,-0.25,0,0.12516503485462316,0.130714286,-0.928571429,-0.7418300652730574,-0.24250000000000002,0.08429416095582087,-9,-109.85714289999999,0,0,0,-1,1,0,0,0,5.0800000000000125,0,0,0,1,0,0,1,0,0
8,5,0,0,-0.3785529715762274,-0.6981132075471698,0.009433134433134427,-0.10119047619047616,0.05972466315172825,-0.75,0.2052572706935123,-2.375,-0.125,-0.02621722846441943,-0.028124999999999956,-0.5,-0.65,-0.353125,-0.0992633517495396,-7,-4,0.06280991735537189,-0.688,-0.1103160703861229,-0.25925925925925924,-0.07888253614093803,-0.125,0.058712121212121215,-0.25,0,-0.1878334321280379,-0.13125,-0.3125,0.1515151515151515,0.150625,-0.31716182634175294,-36,217.25,-4,0,-1,-4,-5,-1,0,-11,2.5400000000000205,5.079999999999984,0,0,0,0,1,0,0,0
9,3,0,0,0,0.7142857142857143,-0.3522727272727273,0.4285714285714286,-0.17142857142857143,-1,0,1,0,-0.16666666666666663,-0.16000000000000003,1,1,1,-0.06666666666666665,0,0,1,1,0.6923076923076923,0.7,0.7083333333333334,0,0,1,0,0.7407407407407407,0.74,0,1,1,0.8,0,91,0,0,0,0,-1,1,0,0,2.539999999999992,0,0,0,0,0,0,1,0,0
3,3,-1,0,0.09090909091322308,-0.023809523379251685,0.05142256579338417,0.16284074623262634,0.08752461067357659,0.22222222200000002,0.22222222216666665,0.11111111100000004,0.11111111100000001,0.07788788354068865,0.010000000000000009,-1.111111111,-0.02255639109463503,0.17111111100000004,0.23244235812715452,-1,-3,0.16433566435954083,0.4399999998848,0.05470284988592161,0.33333333333333337,0.006235293941252107,-0.111111111,0.12500000014062496,0.666666667,0.666666667,0.041666666523173246,0.07777777799999996,0.44444444400000005,0.08823529327422147,-0.18666666600000004,0.10700505462801735,-6,553.4444444000001,0,0,0,1,0,-4,0,-3,-5.0800000000000125,-12.700000000000017,-10,0,0,0,0,1,0,0
7,3,0,0,0.03181818197004127,-0.20779220779220775,-0.049353626632341,0.666666667,-0.01966122202056869,0.5,0.08333333328571424,0.5,0,-0.03089168705475631,-0.05833333299999999,2,-0.14285714273469388,-0.083333333,0.028260869478733408,0,-1,-0.2614285714936224,-0.21666666666666662,-0.011758511736150723,0.04285714301632654,-0.026378446165415737,0.166666667,0.1758241758596787,-0.6666666670000001,0,-0.020825331828191018,0.0016666670000000106,0,-0.33333333350000005,-0.333333333,0.062444418690117076,-4,-248.16666669999995,0,0,-1,0,1,0,0,0,2.5400000000000205,0,0,0,0,0,0,1,0,0
7,3,0,0,0.08624094779543001,-0.1428571428571429,0.1999999999117647,0,0.08645187117341885,0,0.27168576116969045,-0.333333333,0,0.332283022488193,0.3,-0.333333333,-0.08571428589795915,0.106666667,0.3447521864999278,0,-1,0.029871976736380867,-0.09677419354838712,-0.1295249197313456,0,0.14176245206896548,0,0.20289855086956532,0,0,0.10794382714532114,0.10666666700000005,0,0,0,0.19603985706721488,-4,256,0,0,-1,1,0,-1,0,-1,5.079999999999984,5.079999999999984,0,0,0,0,0,1,0,0
7,3,0,0,-0.08963585434173671,-0.05555555555555547,0.045874384236453125,0.08282828282828292,-0.09376037172253571,-0.4,0.18181818181818188,-0.3999999999999999,0,-0.023493505571722584,-0.08399999999999996,-0.8,0.6,0.6699999999999999,-0.09448857994041715,-2,-1,-0.393939393939394,-0.38888888888888895,0.05555555555555558,0.20833333333333337,-0.03150211294660016,0,0.2666666666666666,5,-0.2,-0.06963378775728424,-0.07600000000000001,-0.6,-0.033333333333333326,0.028000000000000025,0.015292678336156662,-6,442.2,0,0,0,0,-1,-2,0,-3,2.5400000000000205,5.079999999999984,0,0,1,0,1,0,0,0
1,3,-1,1,-0.02083333337500004,-0.2222222222222222,-0.12905525846702318,-0.209821428296038,-0.22019464724670115,0,0.3125000000937499,-1.6666666669999999,0,-0.10473484854545456,-0.11333333299999998,-0.833333333,-0.22222222199999997,0.16000000000000003,-0.055452716361185206,-1,-3,0.07307692303254432,0.166666667,-0.06969009824671202,-0.034364260817656866,-0.24305685000950106,0,-0.16239316239316237,-1,-0.333333333,-0.08687991320901806,-0.009999999999999953,0,-0.45454545459504136,-0.258333333,-0.034939992296747935,-11,253,0,0,0,-1,-1,0,0,-2,-12.699999999999989,-15.240000000000009,-10,0,1,0,1,0,0,0
3,3,0,0,-0.4654631083690676,0.09311740894012366,-0.1605696934020227,-0.4131455402394366,-0.12862103919623974,0,-0.2571428571188571,-0.26666666699999997,-0.6,-0.1939130434924386,-0.13000000000000006,0.133333333,-0.3392857143325893,0.18,-0.18513734188013353,0,-1,-0.31428571437755104,-0.08333333333333337,-0.11388453578634097,-0.23648648667398645,-0.08163716810034294,0,-0.20048309181012391,-4,-0.2,-0.12045827473042661,-0.033999999999999975,0.333333333,-0.42857142869387765,-0.319333333,-0.25851868838372216,-6,-154.06666669999993,0,0,0,0,-1,0,0,-1,0,-5.079999999999984,10,0,0,0,0,1,0,0
1,5,0,-2,0.04235537206043383,0.16071428567602047,0.05251528689498658,0.14161849710982655,0.13216672685187925,-0.08333333300000001,0.02049302043505652,-0.0416666670000001,0.25,0.10639231901695873,0.11875000000000008,0.416666667,-0.16520467841243464,0.20916666699999997,0.13479793888309272,-2,2,-0.06377551020408168,0.18846153842603547,-0.0038300211171859444,-0.2549019601176471,-0.0059414990400021295,0,-0.030603804747405094,0.375,0.125,0.005815798483058854,0.020000000000000018,0.125,0.3333333333333333,0.34875,0.010460694051517505,7,45.54166669999995,-1,0,0,-1,-1,2,0,0,0,-7.6200000000000045,0,0,0,0,0,1,0,0
5,3,-1,0,0.020946594220457415,-0.02531939600924471,0.19731964641527638,0.12936142185699762,0.21609217842282824,0.727272727,0.08771929813727297,-0.666666667,-0.045454545,0.19890743111228087,0.19439394,-0.909090909,0.03658536499895898,0.036969697000000024,0.11142713196474663,-3,-6,-0.04008589846618704,-0.13308913287961133,-0.03625266265427851,-0.06865284954870776,-0.12599554004874863,0.530303031,-0.6315789473345645,-0.272727273,-0.090909091,-0.16855454298557365,-0.11757575799999997,-0.090909091,-0.454545454,-0.204545455,-0.1845147859208791,-29,13.030303100000026,-5,0,0,-2,-2,-8,0,-13,2.539999999999992,2.539999999999992,1,0,0,0,1,0,0,0
4,3,0,-2,0.15921568627450988,0.07013574660633493,-0.09789412593790159,0.16238244514106592,-0.023178957341695006,-0.19999999999999996,0.2571428571428571,1,0,-0.03654005544599731,0.0030000000000000027,0.5,-0.5555555555555556,0.22499999999999998,-0.05489407957935177,-2,-1,0.1228070175438597,0.3571428571428571,-0.10238955265351485,0.11904761904761896,-0.10645161290322586,0,0.027649769585253448,1.5,0,-0.04956922703555389,0.046999999999999986,0.09999999999999998,0.2272727272727273,0.010000000000000009,0.0039062499999999445,-4,375,0,0,0,0,-2,0,0,-2,2.539999999999992,-5.0800000000000125,-10,0,0,0,0,1,0,0
7,3,-1,1,0.12373225158194023,0.34745762711864403,-0.05240046843871976,0.46153846153846156,0.11975648315834031,-0.08333333300000001,0.26666666680000006,-0.3333333329999999,-0.333333333,0.16248097408512718,0.1275,-0.333333333,0.26031746022439906,0.269166667,0.14355107005341966,-1,-1,0.02500000008333325,-0.020467836190827926,-0.038441484612213916,-0.059113300492610876,-0.01594949693476999,0,-0.28,-1.083333333,-0.666666667,-0.021909696604360818,0.04416666699999999,0.416666667,0.21124031024418605,0.209166667,-0.08186155816538232,-5,-5,0,0,-1,0,1,-1,0,-1,0,-5.079999999999984,0,0,0,0,0,1,0,0
7,3,0,-2,-0.48461538465266274,0.0583333334427083,-0.15965116274071284,0.499999999825,0.06640625004165651,0.571428571,0.24444444463456783,0,0,-0.02509757989751432,0.035714285999999984,0,0.5,0.5,-0.03700896806856879,-2,-2,0.2803030303817723,-0.02597402591617476,-0.032712215256218674,-0.6285714286,-0.026066943578819335,0,0.25000000013125,-0.285714286,0,0.011332099844834798,-0.042857142999999986,-0.142857143,-0.11764705892041523,-0.118571429,0.16327300157709035,-16,-421.1428571,0,0,0,-3,-1,0,0,-4,7.6200000000000045,15.240000000000009,0,0,1,0,0,1,0,0
8,3,-1,0,-0.0366915421822358,-0.014171122993246077,0.17069578465434043,-0.07518796943268413,0.03957096737700627,0.333333333,-0.009032257929158849,-2.285714286,-0.142857143,0.0669735669496791,-0.0023809530000000745,-0.428571429,-0.43902439018143963,-0.544285714,-0.05200622199243443,-1,-2,-0.032805429602213,0.007877665047346105,0.1609088079672743,-0.036600495919749676,0.18061880831949723,-0.142857143,-0.07384615389454197,2.047619047,-0.142857143,0.12685251951550003,-0.011428570999999943,-0.8571428569999999,0.38888888903472224,0.5223809530000001,0.13292811362480833,-10,126.14285710000001,0,0,-1,-1,1,-1,0,-2,2.539999999999992,2.539999999999992,0,0,0,0,1,0,0,0
5,3,0,1,-0.05998681595290778,-0.07294832836660259,-0.10135831377199689,-0.12037037035871045,-0.06129551373673198,0.21176470599999997,-0.1461769116756193,-0.7882352940000001,0,-0.045454155536635454,0.08223529399999996,0.588235294,0.08648648634989048,0.07188235299999995,9.93410415857987e-4,1,5,-0.15735294099999997,0.1938571998089681,-0.05690135635542021,0.08771929828976222,0.10713531672433418,0.235294118,-0.0024509803331291824,0.176470588,0.058823529,0.05892962557920567,0.012588235000000003,0,-0.11904761939455782,-0.08235294100000001,0.08327823519536093,15,-265.2823529,1,0,0,-2,5,4,0,7,-5.079999999999984,-10.159999999999997,2,0,0,0,0,1,0,0
7,3,0,0,0.2547770696665179,-0.6034482758653389,0.2307563025510015,0.10227272725000003,0.28519696167970177,-0.363636364,0.1618497112436098,1.636363636,-0.090909091,0.22225264694667402,0.24727272699999997,0.727272727,0.4444444443765432,0.7136363640000001,0.30458937219439197,-3,-3,-0.13354037253203954,-0.5789473684007387,-0.1623584536949993,-0.43999999994719996,-0.3240963855677167,-0.272727273,-0.3223684210354918,0,-0.090909091,-0.16747170354480567,-0.126363636,-0.181818182,-0.12500000011458332,-0.042727273,-0.17232375958848695,-21,-86.5454545,0,0,0,-3,-2,-2,0,-7,-7.619999999999976,-2.539999999999992,0,0,1,0,0,1,0,0
3,3,0,1,0.17817866099357105,0.24622531926453617,0.13964912279970523,-0.014949160471986134,0.0683370968632091,0.35947712400000004,-0.2876712328464065,-1.640522876,0.411764706,0.1311030969296011,0.21588235299999997,-0.5816993460000001,0.0958565246557816,-0.026535947999999976,0.06591017602975668,-3,6,0.02847544381046574,0.044299201356521545,-0.040538712239183816,-0.046218487270390574,-0.08601919737893632,0.006535948,-0.09471871411909483,2.0849673209999997,0.183006536,-0.03354971196939488,-0.03718954300000005,0.45098039200000006,-0.2083333333923611,0.082156862,-0.016943003039383897,23,137.68627450000008,0,0,1,-2,2,0,1,2,-5.0800000000000125,0,0,0,0,0,0,1,0,0
1,3,0,0,0.026666666666666727,-0.15322580645161288,0.10433246274389307,0.2692307692307693,0.08493223024115482,0,0.10909090909090913,3.375,0,0.08236447681748138,0.10625000000000007,1.625,-0.5,0.375,0.04450049040212978,-1,-4,0.21568627450980393,0.1428571428571429,0.06319290465631927,-0.0714285714285714,0.021785581568190215,-0.25,0.23913043478260865,-0.75,0.375,0.03689304982545222,0.007500000000000007,-0.5,0.09999999999999998,0.06624999999999998,0.0347983777094335,-17,202.875,0,0,-2,0,0,-1,0,-3,-10.160000000000025,-10.159999999999997,-10,0,0,0,1,0,0,0
1,3,-1,1,0.16197183114421743,-0.3247863245641025,0.12970572745187325,0.04444444439999984,0.06229031531451101,-0.23333333300000003,-0.06410256407692305,1.166666667,0.666666667,0.15075791247966736,0.20500000000000002,0,0.09890109868808111,0.010666666999999963,0.1926406926406926,1,-1,0.03484848486236913,-0.3166666666,-0.07845109378928844,0.3785377358373379,-0.049030794506626174,-0.03333333300000002,-0.06769936890418815,1.833333333,0.666666667,-0.03890473068259387,0.003333332999999994,1.833333333,0.1757575758909091,0.11733333299999998,0.029568536416464952,1,-35.16666669999995,-1,0,2,1,-1,0,0,2,0,-2.539999999999992,0,0,0,0,0,1,0,0
1,3,0,0,-0.37499999976562504,-0.888888889,-0.20634920648809524,0.4189189191325785,-0.33862433869841274,0,-0.41666666674999997,-1,-1.333333333,-0.26275659827043807,-0.20666666700000003,1.3333333330000001,0,-0.193333333,-0.0402980535895181,0,0,0.4666666666,-0.3333333335,0.31972789116708317,0.42372881382648664,-0.04532019706716495,0.5,0.875,-3.5,-0.666666667,0.21644171770898418,0.17166666700000005,-0.5,-0.7999999996399999,-0.5,0.03971911348584589,-6,-544.6666667,0,0,0,-2,0,1,0,-1,7.6200000000000045,20.32000000000002,20,0,0,0,0,1,0,0
1,3,0,0,0.2727272723243802,0.4444444445,0.054545454516285785,0.5555555556666667,0.06613756613756616,1,-0.12500000023437496,0,0,0.057943925301773,0.046666666999999995,0,0,0,0.03422425030493831,2,0,-0.2424242424545454,0.7727272728078514,-0.17724867730158733,0.5,-0.1327639751703252,-0.666666667,-0.14999999999250002,-0.666666667,0,-0.12149532708511662,-0.133333333,-1,0.22222222233333333,0.163333333,-0.09909909905405401,4,399,0,0,1,0,1,0,0,2,-7.6200000000000045,-5.079999999999984,0,0,0,0,0,1,0,0
7,3,1,0,0.32085561479970837,0.14241486072266585,0.03781906577098321,-0.50000000075,0.05999268932492122,-0.2,-0.012019230786982193,1.0666666670000002,-0.4,0.10030562050025099,0.067333333,0.333333333,-0.051136363554332376,0.07,0.1947175631080882,-1,0,0.24047619041496593,0.32727272727272727,0.05463754573046464,0.2857142857142857,0.11491050319250257,0,-0.09795918403346948,-0.533333333,0.8,0.11443298987364858,0.062,0.06666666700000001,0.7142857142857142,0.08333333300000001,0.17055682676201367,-8,-345.53333330000004,0,0,-1,-1,-1,1,0,-2,5.0800000000000125,-2.539999999999992,0,0,0,0,0,0,1,0
5,3,0,0,0.3015873015873015,0.7647058823529411,0.09942004971002488,0,0.47617524784138154,-2,1,0,0,0.40824357912178955,0.41000000000000003,2,0,0,0.5328590785907859,0,0,0.41666666666666663,0.5833333333333334,0.3825757575757575,0.25,0.4082397003745318,0,0.25,4,0,0.3761904761904762,0.37999999999999995,0,0.5,0.5,0.3492708333333333,0,-206,0,0,0,0,0,0,0,0,-5.0800000000000125,0,-45,0,0,0,1,0,0,0
