id,gender,race
3973,m,indian
3974,m,white
3975,f,indian
3976,m,white
3977,f,indian
3978,f,indian
3979,m,black
3980,m,white
3981,m,white
3982,m,indian
3983,m,white
3984,m,white
3985,m,white
3986,f,black
3987,m,white
3988,m,white
3989,m,white
3990,f,hispanic
3991,m,black
3992,m,white
3993,f,black
3994,m,black
3995,m,black
3996,m,black
3997,m,white
3998,m,white
3999,f,white
4000,f,indian
4001,m,black
4002,m,white
4003,m,white
4004,m,indian
4005,m,indian
4006,m,white
4007,f,indian
4008,f,indian
4009,f,indian
4010,m,white
4011,m,white
4012,f,indian
4013,m,white
4014,m,indian
4015,m,black
4016,m,indian
4017,m,black
4018,m,black
4019,f,indian
4020,m,white
4021,m,black
4022,f,black
4023,m,white
4024,m,white
4025,m,black
4026,m,black
4027,m,white
4028,m,white
4029,f,white
4030,m,indian
4031,m,white
4032,m,black
4033,m,black
4034,m,black
4035,m,white
4036,m,black
4037,m,white
4038,m,white
4039,m,white
4040,m,white
4041,m,white
4042,m,black
4043,m,white
4044,m,white
4045,m,indian
4046,m,white
4047,m,white
4048,m,indian
4049,f,hispanic
4050,f,indian
4051,m,white
4052,f,white
4053,m,white
4054,m,white
4055,m,white
4056,m,black
4057,m,white
4058,m,black
4059,m,white
4060,f,indian
4061,m,white
4062,m,indian
4063,m,white
4064,m,indian
4065,m,hispanic
4066,m,white
4067,f,white
4068,m,white
4069,f,white
4070,f,indian
4071,m,white
4072,m,indian
4073,m,black
4074,m,black
4075,m,white
4076,m,indian
4077,f,indian
4078,m,white
4079,m,white
4080,m,black
4081,m,black
4082,m,white
4083,f,indian
4084,m,black
4085,m,black
4086,m,white
4087,m,white
4088,m,white
4089,m,black
4090,m,white
4091,f,indian
4092,m,indian
4093,m,black
4094,m,white
4095,m,white
4096,m,white
4097,f,indian
4098,m,white
4099,m,white
4100,m,white
4101,m,white
4102,m,white
4103,m,indian
4104,m,black
4105,m,white
4106,m,white
4107,m,black
4108,f,indian
4109,m,black
4110,m,white
4111,m,white
4112,m,white
4113,m,white
4114,m,white
4115,f,black
4116,m,indian
4117,m,white
4118,f,white
4119,m,black
4120,m,indian
4121,m,white
4122,m,white
4123,m,indian
4124,m,white
4125,m,indian
4126,m,black
4127,m,indian
4128,m,indian
4129,f,white
4130,f,white
4131,m,black
4132,m,black
4133,m,white
4134,m,white
4135,m,black
4136,m,indian
4137,m,white
4138,m,black
4139,f,black
4140,f,indian
4141,m,white
4142,m,indian
4143,m,white
4144,m,white
4145,m,white
4146,f,black
4147,m,black
4148,m,hispanic
4149,m,white
4150,m,white
4151,m,black
4152,m,black
4153,m,black
4154,m,white
4155,m,white
4156,m,black
4157,m,indian
4158,m,white
4159,m,black
4160,m,indian
4161,m,white
4162,f,indian
4163,m,indian
4164,m,indian
4165,m,white
4166,m,white
4167,m,black
4168,m,black
4169,m,black
4170,m,white
4171,m,white
4172,f,indian
4173,m,white
4174,m,white
4175,m,indian
4176,m,white
4177,m,black
4178,m,white
4179,f,indian
4180,m,white
4181,m,black
4182,m,white
4183,m,white
4184,m,white
4185,m,indian
4186,m,white
4187,m,white
4188,m,black
4189,m,black
4190,m,indian
4191,m,white
4192,m,indian
4193,m,black
4194,m,black
4195,m,white
4196,m,black
4197,m,black
4198,m,white
4199,m,indian
4200,m,white
4201,f,indian
4202,m,white
4203,m,indian
4204,m,black
4205,m,indian
4206,m,black
4207,m,white
4208,m,indian
4209,m,white
4210,m,white
4211,m,white
4212,f,indian
4213,m,black
4214,m,black
4215,m,white
4216,m,white
4217,f,black
4218,m,indian
4219,m,indian
4220,f,indian
4221,m,white
4222,m,black
4223,m,black
4224,m,white
4225,m,white
4226,m,indian
4227,f,white
4228,f,indian
4229,m,indian
4230,f,black
4231,m,black
4232,m,white
4233,m,black
4234,m,black
4235,m,white
4236,m,white
4237,m,hispanic
4238,m,white
4239,m,black
4240,f,white
4241,m,white
4242,m,white
4243,m,indian
4244,m,indian
4245,m,black
4246,f,white
4247,m,white
4248,m,white
4249,m,white
4250,m,white
4251,f,indian
4252,f,black
4253,m,white
4254,f,indian
4255,m,white
4256,m,white
4257,m,white
4258,m,black
4259,m,white
4260,m,black
4261,m,white
4262,m,white
4263,m,black
4264,f,white
4265,m,white
4266,m,indian
4267,f,indian
4268,m,white
4269,f,indian
4270,m,indian
4271,f,black
4272,m,white
4273,m,white
4274,m,white
4275,m,white
4276,f,indian
4277,m,black
4278,m,black
4279,f,indian
4280,m,white
4281,m,white
4282,m,white
4283,m,white
4284,m,white
4285,m,white
4286,f,indian
4287,m,white
4288,m,black
4289,m,black
4290,m,white
4291,m,white
4292,m,black
4293,f,indian
4294,m,black
4295,m,indian
4296,m,black
4297,m,black
4298,m,white
4299,m,white
4300,m,black
4301,m,hispanic
4302,f,indian
4303,m,indian
4304,m,black
4305,m,black
4306,m,black
4307,m,black
4308,f,indian
4309,m,black
4310,m,white
4311,m,white
4312,f,black
4313,m,white
4314,m,black
4315,f,indian
4316,m,white
4317,f,black
4318,m,white
4319,m,white
4320,m,white
4321,m,indian
4322,m,indian
4323,m,white
4324,m,white
4325,m,white
4326,m,white
4327,m,white
4328,f,indian
4329,m,black
4330,m,black
4331,m,white
4332,m,indian
4333,f,indian
4334,m,black
4335,m,indian
4336,m,white
4337,m,black
4338,m,white
4339,m,black
4340,m,black
4341,m,white
4342,m,black
4343,m,white
4344,f,white
4345,m,black
4346,f,white
4347,m,white
4348,m,hispanic
4349,m,white
4350,m,white
4351,m,black
4352,f,white
4353,m,white
4354,m,white
4355,m,white
4356,m,black
4357,m,white
4358,m,hispanic
4359,f,indian
4360,m,white
4361,f,white
4362,f,indian
4363,m,black
4364,m,white
4365,f,white
4366,m,indian
4367,m,black
4368,m,black
4369,m,white
4370,m,indian
4371,f,white
4372,m,indian
4373,m,black
4374,m,black
4375,m,white
4376,m,black
4377,f,white
4378,f,indian
4379,m,black
4380,f,white
4381,m,white
4382,f,black
4383,m,black
4384,m,white
4385,f,white
4386,m,white
4387,m,indian
4388,m,white
4389,m,white
4390,m,hispanic
4391,m,black
4392,f,indian
4393,m,white
4394,m,white
4395,m,white
4396,m,white
4397,m,black
4398,m,white
4399,f,indian
4400,m,black
4401,f,indian
4402,m,white
4403,m,black
4404,m,white
4405,m,white
4406,m,white
4407,m,white
4408,m,white
4409,f,indian
4410,m,black
4411,f,indian
4412,m,black
4413,m,indian
4414,m,hispanic
4415,m,indian
4416,m,white
4417,m,black
4418,f,black
4419,m,indian
4420,m,white
4421,m,white
4422,m,black
4423,m,indian
4424,m,black
4425,f,black
4426,m,indian
4427,m,indian
4428,m,black
4429,m,white
4430,f,indian
4431,m,black
4432,m,white
4433,m,black
4434,f,indian
4435,m,black
4436,m,white
4437,f,indian
4438,m,white
4439,f,indian
4440,m,hispanic
4441,m,white
4442,m,white
4443,m,white
4444,m,white
4445,m,white
4446,m,white
4447,m,black
4448,m,black
4449,m,black
4450,m,indian
4451,m,black
4452,m,white
4453,f,indian
4454,m,white
4455,m,white
4456,m,white
4457,m,white
4458,m,white
4459,m,white
4460,f,indian
4461,f,white
4462,m,white
4463,f,white
4464,m,white
4465,m,black
4466,m,black
4467,f,indian
4468,f,indian
4469,m,white
4470,m,white
4471,m,white
4472,m,indian
4473,m,white
4474,m,white
4475,f,indian
4476,m,indian
4477,m,black
4478,m,white
4479,m,white
4480,m,white
4481,m,white
4482,m,indian
4483,m,white
4484,m,black
4485,m,white
4486,m,indian
4487,m,black
4488,m,black
4489,m,black
4490,m,black
4491,m,white
4492,m,white
4493,m,white
4494,m,indian
4495,m,indian
4496,m,indian
4497,m,black
4498,m,black
4499,m,black
4500,m,white
4501,m,indian
4502,f,white
4503,m,white
4504,m,white
4505,f,indian
4506,f,indian
4507,m,white
4508,m,black
4509,m,white
4510,m,white
4511,m,black
4512,m,white
4513,m,black
4514,m,indian
4515,m,white
4516,m,white
4517,m,white
4518,m,black
4519,m,black
4520,m,black
4521,m,hispanic
4522,m,black
4523,m,black
4524,m,indian
4525,m,white
4526,f,indian
4527,f,indian
4528,m,white
4529,m,indian
4530,m,white
4531,m,black
4532,m,white
4533,m,white
4534,f,white
4535,m,white
4536,m,indian
4537,m,white
4538,m,black
4539,m,black
4540,m,black
4541,m,hispanic
4542,m,black
4543,m,indian
4544,m,white
4545,m,black
4546,f,indian
4547,m,white
4548,m,white
4549,f,indian
4550,m,hispanic
4551,f,indian
4552,m,white
4553,f,white
4554,m,black
4555,m,white
4556,m,white
4557,m,white
4558,m,white
4559,m,black
4560,m,indian
4561,m,white
4562,m,black
4563,m,white
4564,m,white
4565,m,white
4566,m,white
4567,m,white
4568,m,white
4569,m,black
4570,m,white
4571,m,white
4572,f,white
4573,m,white
4574,m,black
4575,m,black
4576,m,black
4577,m,white
4578,m,black
4579,f,white
4580,m,indian
4581,f,black
4582,m,white
4583,m,white
4584,m,indian
4585,m,white
4586,m,white
4587,m,hispanic
4588,m,white
4589,m,white
4590,m,indian
4591,m,black
4592,m,white
4593,f,indian
4594,m,hispanic
4595,m,hispanic
4596,m,white
4597,m,white
4598,m,white
4599,m,black
4600,m,white
4601,m,white
4602,m,white
4603,m,white
4604,m,white
4605,m,indian
4606,m,black
4607,f,black
4608,m,white
4609,m,indian
4610,m,hispanic
4611,m,white
4612,m,black
4613,m,white
4614,m,white
4615,m,white
4616,f,indian
4617,m,black
4618,m,white
4619,m,black
4620,f,white
4621,m,white
4622,m,black
4623,m,white
4624,m,white
4625,m,white
4626,m,white
4627,m,white
4628,m,white
4629,m,white
4630,m,indian
4631,m,black
4632,m,hispanic
4633,m,white
4634,m,indian
4635,f,white
4636,m,white
4637,m,black
4638,m,indian
4639,m,white
4640,m,white
4641,m,black
4642,m,white
4643,m,white
4644,m,black
4645,m,indian
4646,m,white
4647,m,white
4648,m,white
4649,m,white
4650,m,white
4651,m,white
4652,m,black
4653,f,indian
4654,m,black
4655,f,indian
4656,m,white
4657,m,white
4658,m,white
4659,m,black
4660,m,white
4661,m,white
4662,m,white
4663,f,white
4664,m,white
4665,f,indian
4666,m,black
4667,m,black
4668,f,indian
4669,f,indian
4670,m,white
4671,m,black
4672,m,white
4673,m,black
4674,f,indian
4675,m,indian
4676,m,indian
4677,m,black
4678,m,white
4679,m,indian
4680,m,white
4681,m,indian
4682,m,white
4683,f,white
4684,f,white
4685,m,black
4686,m,black
4687,m,white
4688,m,indian
4689,m,white
4690,m,black
4691,f,indian
4692,m,black
4693,f,black
4694,m,black
4695,m,indian
4696,m,black
4697,m,black
4698,m,white
4699,m,white
4700,m,white
4701,f,white
4702,m,white
4703,m,white
4704,m,black
4705,m,white
4706,m,hispanic
4707,m,black
4708,f,indian
4709,m,white
4710,m,white
4711,f,white
4712,m,white
4713,m,indian
4714,m,black
4715,m,white
4716,m,white
4717,m,white
4718,m,white
4719,m,black
4720,m,white
4721,m,black
4722,f,white
4723,m,white
4724,f,indian
4725,m,black
4726,m,black
4727,f,indian
4728,m,indian
4729,m,black
4730,m,hispanic
4731,m,black
4732,m,black
4733,m,white
4734,m,white
4735,f,indian
4736,f,black
4737,m,black
4738,f,white
4739,f,indian
4740,m,white
4741,m,white
4742,m,black
4743,f,indian
4744,f,white
4745,m,white
4746,m,white
4747,m,black
4748,m,black
4749,m,white
4750,m,white
4751,m,white
4752,m,black
4753,m,white
4754,m,indian
4755,m,black
4756,m,white
4757,m,white
4758,m,black
4759,m,indian
4760,m,hispanic
4761,m,white
4762,m,black
4763,f,indian
4764,m,white
4765,m,white
4766,m,indian
4767,f,indian
4768,m,black
4769,m,black
4770,m,black
4771,m,indian
4772,m,hispanic
4773,m,indian
4774,m,white
4775,f,indian
4776,m,black
4777,m,white
4778,m,white
4779,m,black
4780,m,black
4781,f,indian
4782,f,black
4783,m,white
4784,m,white
4785,m,black
4786,m,white
4787,m,white
4788,m,black
4789,m,white
4790,m,white
4791,f,indian
4792,f,indian
4793,m,white
4794,m,white
4795,m,white
4796,m,black
4797,m,white
4798,m,white
4799,m,black
4800,m,indian
4801,f,indian
4802,m,black
4803,m,black
4804,m,indian
4805,m,black
4806,m,white
4807,m,indian
4808,m,white
4809,m,white
4810,m,indian
4811,f,black
4812,m,white
4813,m,white
4814,f,white
4815,m,white
4816,m,white
4817,m,white
4818,m,indian
4819,m,indian
4820,f,indian
4821,m,white
4822,m,white
4823,m,hispanic
4824,f,indian
4825,m,white
4826,m,white
4827,m,white
4828,m,indian
4829,m,black
4830,m,black
4831,m,white
4832,m,white
4833,m,white
4834,m,black
4835,m,black
4836,m,black
4837,f,white
4838,f,indian
4839,m,black
4840,m,indian
4841,m,indian
4842,m,white
4843,m,white
4844,f,white
4845,m,white
4846,f,indian
4847,f,white
4848,m,white
4849,m,black
4850,f,white
4851,m,black
4852,m,black
4853,m,black
4854,m,black
4855,m,indian
4856,m,indian
4857,f,black
4858,m,indian
4859,m,indian
4860,m,indian
4861,m,white
4862,m,black
4863,m,white
4864,m,indian
4865,f,indian
4866,m,white
4867,m,white
4868,m,white
4869,m,white
4870,m,white
4871,m,white
4872,m,indian
4873,m,hispanic
4874,m,indian
4875,m,black
4876,m,white
4877,m,white
4878,m,black
4879,m,white
4880,m,white
4881,f,indian
4882,m,white
4883,m,black
4884,m,white
4885,m,black
4886,m,black
4887,m,white
4888,m,white
4889,m,indian
4890,f,indian
4891,m,black
4892,m,white
4893,m,white
4894,m,indian
4895,m,indian
4896,f,black
4897,m,white
4898,m,white
4899,m,white
4900,m,black
4901,m,white
4902,m,indian
4903,m,black
4904,m,indian
4905,m,hispanic
4906,m,white
4907,m,white
4908,m,white
4909,m,black
4910,f,indian
4911,m,white
4912,m,black
4913,m,white
4914,f,black
4915,f,indian
4916,f,indian
4917,m,white
4918,m,white
4919,m,indian
4920,m,indian
4921,m,white
4922,m,black
4923,f,white
4924,m,white
4925,m,white
4926,m,white
4927,m,white
4928,m,white
4929,m,white
4930,m,white
4931,m,white
4932,m,black
4933,m,black
4934,m,indian
4935,m,black
4936,m,black
4937,m,black
4938,m,white
4939,m,white
4940,m,white
4941,m,black
4942,m,white
4943,m,white
4944,m,white
4945,m,indian
4946,m,white
4947,m,white
4948,m,indian
4949,f,indian
4950,m,indian
4951,m,white
4952,m,black
4953,m,white
4954,m,indian
4955,m,black
4956,m,white
4957,m,white
4958,m,indian
4959,m,black
4960,m,white
4961,m,indian
4962,m,white
4963,m,black
4964,m,white
4965,f,indian
4966,m,white
4967,m,black
4968,m,indian
4969,m,indian
4970,f,black
4971,m,white
4972,m,black
4973,m,white
4974,f,indian
4975,m,black
4976,m,indian
4977,m,white
4978,m,white
4979,m,black
4980,m,white
4981,m,white
4982,m,black
4983,m,black
4984,m,white
4985,f,indian
4986,m,black
4987,m,indian
4988,m,indian
4989,m,white
4990,f,indian
4991,m,white
4992,m,black
4993,m,white
4994,m,black
4995,m,indian
4996,m,indian
4997,m,white
4998,m,white
4999,f,indian
5000,m,black
5001,m,black
5002,m,white
5003,m,white
5004,m,white
5005,m,white
5006,m,indian
5007,m,black
5008,m,white
5009,m,indian
5010,f,indian
5011,f,indian
5012,m,white
5013,m,white
5014,m,white
5015,m,white
5016,m,black
5017,m,black
5018,m,white
5019,m,black
5020,m,white
5021,m,white
5022,m,white
5023,m,white
5024,f,indian
5025,f,indian
5026,m,black
5027,m,black
5028,m,black
5029,m,black
5030,m,white
5031,m,black
5032,f,indian
5033,m,black
5034,m,indian
5035,m,white
5036,m,white
5037,m,white
5038,m,indian
5039,m,hispanic
5040,f,indian
5041,m,white
5042,m,black
5043,f,indian
5044,m,indian
5045,f,indian
5046,m,white
5047,m,white
5048,m,indian
5049,m,indian
5050,m,indian
5051,m,black
5052,m,indian
5053,m,black
5054,m,white
5055,m,black
5056,f,white
5057,m,white
5058,m,black
5059,f,indian
5060,m,black
5061,m,white
5062,m,hispanic
5063,m,black
5064,m,black
5065,m,black
5066,f,indian
5067,m,indian
5068,m,white
5069,m,white
5070,m,white
5071,m,white
5072,m,white
5073,m,black
5074,f,indian
5075,m,white
5076,m,white
5077,m,black
5078,f,black
5079,f,black
5080,m,white
5081,m,black
5082,m,black
5083,m,black
5084,m,white
5085,m,indian
5086,m,white
5087,m,white
5088,m,white
5089,m,white
5090,m,white
5091,f,indian
5092,m,white
5093,f,white
5094,f,black
5095,m,hispanic
5096,m,white
5097,m,indian
5098,f,white
5099,m,indian
5100,f,indian
5101,f,indian
5102,m,indian
5103,f,black
5104,m,indian
5105,m,black
5106,m,white
5107,m,white
5108,m,white
5109,m,black
5110,m,black
5111,m,white
5112,m,white
5113,m,indian
5114,m,black
5115,m,black
5116,f,white
5117,m,black
5118,f,indian
5119,f,white
5120,m,indian
5121,m,black
5122,m,white
5123,m,white
5124,m,indian
5125,m,black
5126,m,white
5127,f,white
5128,m,black
5129,m,white
5130,m,white
5131,m,indian
5132,m,white
5133,m,hispanic
5134,m,white
5135,m,white
5136,m,white
5137,m,white
5138,m,black
5139,m,black
5140,m,white
5141,m,white
5142,m,white
5143,m,black
5144,m,black
5145,m,white
5146,m,white
5147,m,black
5148,m,indian
5149,m,indian
5150,m,white
5151,m,black
5152,m,white
5153,m,indian
5154,m,indian
5155,m,black
5156,m,black
5157,m,black
5158,m,hispanic
5159,f,indian
5160,m,black
5161,m,black
5162,m,indian
5163,m,black
5164,m,black
5165,f,indian
5166,m,white
5167,m,indian
5168,m,black
5169,m,black
5170,m,indian
5171,m,indian
5172,m,black
5173,m,white
5174,m,white
5175,m,black
5176,m,black
5177,f,indian
5178,f,indian
5179,f,indian
5180,f,white
5181,m,white
5182,m,white
5183,f,indian
5184,m,white
5185,m,black
5186,m,black
5187,m,black
5188,m,white
5189,m,black
5190,m,white
5191,m,black
5192,m,black
5193,m,black
5194,m,black
5195,f,white
5196,m,white
5197,m,white
5198,m,white
5199,m,white
5200,m,black
5201,m,white
5202,m,white
5203,m,white
5204,f,indian
5205,m,indian
5206,m,white
5207,m,white
5208,m,black
5209,m,white
5210,f,white
5211,m,black
5212,m,black
5213,m,black
5214,m,white
5215,f,white
5216,m,black
5217,m,white
5218,m,black
5219,m,black
5220,m,black
5221,m,black
5222,f,indian
5223,m,white
5224,f,indian
5225,f,indian
5226,m,white
5227,m,white
5228,m,indian
5229,m,white
5230,m,indian
5231,m,black
5232,m,black
5233,m,white
5234,m,indian
5235,m,black
5236,f,white
5237,f,indian
5238,m,white
5239,m,black
5240,m,black
5241,f,black
5242,m,indian
5243,m,black
5244,m,black
5245,f,indian
5246,m,indian
5247,m,black
5248,m,black
5249,f,indian
5250,m,white
5251,m,black
5252,m,white
5253,m,white
5254,m,white
5255,m,indian
5256,m,white
5257,f,indian
5258,m,white
5259,m,white
5260,f,indian
5261,f,indian
5262,m,indian
5263,m,black
5264,m,white
5265,m,white
5266,m,white
5267,m,black
5268,m,black
5269,m,white
5270,m,black
5271,m,white
5272,m,black
5273,m,white
5274,m,white
5275,m,white
5276,m,indian
5277,m,white
5278,m,black
5279,m,black
5280,m,black
5281,m,indian
5282,f,white
5283,m,white
5284,m,indian
5285,m,black
5286,f,indian
5287,m,black
5288,f,white
5289,m,black
5290,m,white
5291,m,black
5292,m,white
5293,m,indian
5294,m,indian
5295,m,black
5296,f,indian
5297,m,white
5298,m,black
5299,m,white
5300,m,white
5301,m,indian
5302,f,white
5303,m,indian
5304,m,white
5305,f,indian
5306,m,white
5307,m,indian
5308,m,black
5309,m,white
5310,m,white
5311,f,white
5312,f,indian
5313,m,black
5314,m,white
5315,m,indian
5316,f,black
5317,m,white
5318,m,white
5319,f,indian
5320,m,white
5321,f,indian
5322,m,black
5323,m,black
5324,m,black
5325,m,black
5326,m,black
5327,f,white
5328,m,white
5329,m,black
5330,m,white
5331,m,indian
5332,m,white
5333,m,black
5334,m,white
5335,m,black
5336,m,black
5337,m,black
5338,m,white
5339,m,black
5340,f,indian
5341,m,black
5342,m,black
5343,f,white
5344,m,white
5345,m,hispanic
5346,m,white
5347,m,black
5348,f,indian
5349,m,indian
5350,m,indian
5351,m,white
5352,m,black
5353,m,black
5354,m,black
5355,m,indian
5356,m,black
5357,m,black
5358,m,black
5359,f,indian
5360,m,black
5361,m,black
5362,m,white
5363,m,black
5364,m,white
5365,m,black
5366,m,white
5367,f,indian
5368,f,black
5369,m,black
5370,m,black
5371,m,indian
5372,m,white
5373,f,white
5374,m,white
5375,m,white
5376,m,white
5377,f,indian
5378,m,white
5379,m,white
5380,m,white
5381,f,indian
5382,m,white
5383,m,white
5384,m,white
5385,m,white
5386,m,white
5387,m,indian
5388,m,white
5389,m,black
5390,m,white
5391,m,black
5392,m,black
5393,m,white
5394,m,indian
5395,m,white
5396,m,indian
5397,m,white
5398,m,black
5399,m,white
5400,f,indian
5401,m,white
5402,m,black
5403,m,indian
5404,m,white
5405,m,white
5406,m,white
5407,m,black
5408,m,white
5409,m,black
5410,m,indian
5411,f,black
5412,m,black
5413,m,black
5414,m,white
5415,m,white
5416,m,white
5417,m,white
5418,m,black
5419,m,black
5420,m,indian
5421,m,white
5422,m,black
5423,m,black
5424,m,white
5425,m,black
5426,m,white
5427,m,black
5428,m,black
5429,f,indian
5430,m,black
5431,m,white
5432,m,hispanic
5433,m,white
5434,m,black
5435,m,black
5436,m,white
5437,m,black
5438,m,white
5439,m,white
5440,f,white
5441,m,indian
5442,m,white
5443,m,white
5444,m,white
5445,m,black
5446,m,black
5447,m,black
5448,m,white
5449,m,black
5450,m,white
5451,m,white
5452,m,black
5453,m,black
5454,m,white
5455,m,white
5456,m,indian
5457,f,indian
5458,m,white
5459,m,indian
5460,f,black
5461,m,indian
5462,m,indian
5463,m,white
5464,m,white
5465,m,black
5466,m,white
5467,f,white
5468,m,black
5469,m,hispanic
5470,m,black
5471,m,black
5472,m,indian
5473,m,white
5474,m,white
5475,m,black
5476,f,indian
5477,m,white
5478,m,white
5479,m,white
5480,m,black
5481,m,white
5482,m,black
5483,f,indian
5484,f,white
5485,m,white
5486,m,indian
5487,m,white
5488,m,black
5489,m,indian
5490,f,indian
5491,m,white
5492,m,black
5493,m,white
5494,m,black
5495,m,indian
5496,m,hispanic
5497,m,black
5498,f,white
5499,m,white
5500,m,indian
5501,f,indian
5502,f,white
5503,m,indian
5504,m,white
5505,m,white
5506,m,hispanic
5507,m,black
5508,m,white
5509,m,black
5510,m,black
5511,m,indian
5512,f,indian
5513,m,white
5514,m,white
5515,f,indian
5516,m,black
5517,m,black
5518,m,indian
5519,m,black
5520,m,black
5521,m,black
5522,m,indian
5523,m,white
5524,m,indian
5525,m,white
5526,m,white
5527,m,white
5528,m,black
5529,m,white
5530,f,indian
5531,m,white
5532,m,white
5533,m,white
5534,m,black
5535,m,white
5536,m,black
5537,m,black
5538,m,black
5539,m,black
5540,f,indian
5541,m,black
5542,m,black
5543,m,black
5544,m,white
5545,m,indian
5546,m,white
5547,m,black
5548,m,white
5549,m,black
5550,m,white
5551,m,white
5552,f,indian
5553,m,indian
5554,f,indian
5555,m,indian
5556,m,white
5557,m,white
5558,m,white
5559,m,white
5560,m,white
5561,m,white
5562,m,indian
5563,f,indian
5564,f,indian
5565,m,black
5566,m,black
5567,m,white
5568,f,black
5569,m,black
5570,m,white
5571,m,indian
5572,f,indian
5573,f,indian
5574,m,white
5575,m,white
5576,f,indian
5577,m,white
5578,m,white
5579,m,indian
5580,m,black
5581,m,black
5582,m,indian
5583,m,black
5584,m,white
5585,m,black
5586,f,black
5587,m,white
5588,m,white
5589,m,black
5590,m,white
5591,m,white
5592,m,black
5593,m,black
5594,m,white
5595,m,white
5596,m,black
5597,m,white
5598,m,black
5599,m,indian
5600,f,black
5601,f,white
5602,m,white
5603,f,indian
5604,m,white
5605,m,white
5606,f,indian
5607,m,white
5608,m,white
5609,f,indian
5610,m,white
5611,f,indian
5612,m,white
5613,m,black
5614,m,white
5615,m,white
5616,f,white
5617,m,indian
5618,m,white
5619,m,black
5620,f,white
5621,f,white
5622,m,white
5623,m,black
5624,f,white
5625,m,hispanic
5626,m,white
5627,m,white
5628,m,black
5629,m,white
5630,m,black
5631,m,white
5632,m,black
5633,m,black
5634,m,black
5635,m,white
5636,f,indian
5637,m,white
5638,m,black
5639,m,indian
5640,m,black
5641,m,white
5642,m,white
5643,m,black
5644,f,white
5645,f,white
5646,m,white
5647,m,black
5648,m,hispanic
5649,m,white
5650,f,white
5651,m,black
5652,m,white
5653,m,white
5654,m,white
5655,m,white
5656,m,black
5657,m,white
5658,m,indian
5659,m,indian
5660,m,white
5661,m,indian
5662,m,indian
5663,m,white
5664,m,white
5665,m,black
5666,m,black
5667,f,white
5668,f,black
5669,m,white
5670,m,black
5671,m,white
5672,m,indian
5673,m,hispanic
5674,f,indian
5675,m,white
5676,m,white
5677,m,black
5678,m,indian
5679,m,hispanic
5680,m,black
5681,m,black
5682,m,white
5683,f,white
5684,m,white
5685,m,indian
5686,m,white
5687,m,black
5688,m,black
5689,m,white
5690,m,black
5691,f,indian
5692,f,indian
5693,m,black
5694,m,black
5695,f,indian
5696,m,black
5697,m,white
5698,m,white
5699,m,white
5700,m,indian
5701,m,white
5702,f,indian
5703,m,white
5704,m,black
5705,m,black
5706,m,white
5707,m,black
5708,f,white
5709,f,indian
5710,m,white
5711,m,black
5712,m,white
5713,m,white
5714,m,black
5715,m,white
5716,m,white
5717,m,white
5718,m,white
5719,m,white
5720,m,white
5721,m,white
5722,m,black
5723,m,black
5724,m,black
5725,m,indian
5726,m,black
5727,m,black
5728,m,white
5729,m,white
5730,m,white
5731,m,white
5732,m,black
5733,f,black
5734,m,white
5735,f,indian
5736,f,indian
5737,m,white
5738,m,white
5739,m,black
5740,f,indian
5741,m,white
5742,m,indian
5743,m,indian
5744,m,white
5745,m,white
5746,f,indian
5747,m,indian
5748,m,white
5749,m,white
5750,m,white
5751,m,indian
5752,m,white
5753,m,black
5754,m,black
5755,m,black
5756,m,black
5757,m,white
5758,m,black
5759,m,black
5760,m,white
5761,m,indian
5762,m,white
5763,m,white
5764,m,white
5765,m,black
5766,f,black
5767,m,white
5768,m,indian
5769,f,indian
5770,m,indian
5771,m,white
5772,m,black
5773,m,black
5774,m,indian
5775,m,black
5776,m,white
5777,f,indian
5778,m,white
5779,m,black
5780,m,white
5781,m,indian
5782,f,indian
5783,m,white
5784,m,white
5785,m,black
5786,m,black
5787,m,black
5788,m,white
5789,f,indian
5790,m,white
5791,m,white
5792,f,indian
5793,m,white
5794,m,white
5795,m,black
5796,m,indian
5797,m,hispanic
5798,m,black
5799,f,indian
5800,m,white
5801,f,white
5802,f,black
5803,f,indian
5804,m,black
5805,m,white
5806,m,black
5807,m,black
5808,m,black
5809,m,white
5810,m,black
5811,m,indian
5812,m,black
5813,m,black
5814,m,white
5815,m,black
5816,m,white
5817,m,black
5818,m,hispanic
5819,m,white
5820,m,white
5821,m,black
5822,m,white
5823,m,black
5824,m,hispanic
5825,m,indian
5826,m,white
5827,m,black
5828,m,white
5829,f,indian
5830,m,black
5831,m,white
5832,m,black
5833,f,indian
5834,m,black
5835,m,white
5836,m,black
5837,m,black
5838,m,white
5839,f,indian
5840,f,indian
5841,m,white
5842,m,white
5843,m,white
5844,m,black
5845,m,black
5846,f,black
5847,m,white
5848,m,white
5849,m,black
5850,f,indian
5851,m,black
5852,f,black
5853,m,white
5854,m,white
5855,m,black
5856,m,white
5857,m,white
5858,m,black
5859,m,black
5860,m,white
5861,m,indian
5862,m,white
5863,m,white
5864,m,white
5865,m,black
5866,m,white
5867,m,white
5868,m,black
5869,m,white
5870,m,white
5871,m,black
5872,m,white
5873,m,black
5874,m,hispanic
5875,m,white
5876,m,black
5877,m,white
5878,m,white
5879,m,indian
5880,f,indian
5881,f,black
5882,m,white
5883,m,black
5884,m,black
5885,m,hispanic
5886,m,indian
5887,m,white
5888,m,indian
5889,m,black
5890,m,white
